supplier_id,supplier_name,supplier_country,industry,order_id,order_date,promised_delivery_date,actual_delivery_date,promised_lead_time_days,actual_lead_time_days,lead_time_variance_days,on_time_delivery,order_status,quantity_ordered,quantity_received,late_reason,quality_issue_flag
S022,"Mcgee, Poole And Griffith",Montserrat,Clothing,O00540,2024-12-08,2024-12-20,2024-12-13,12,5.0,-7.0,1,Partial,530,512,,0
S044,Francis Ltd,Colombia,Clothing,O00541,2024-12-29,2025-01-19,2025-01-17,21,19.0,-2.0,1,Completed,314,314,,0
S015,"Andersen, Thompson And Cook",British Indian Ocean Territory (Chagos Archipelago),Clothing,O00542,2024-06-14,2024-06-22,2024-06-17,8,3.0,-5.0,1,Completed,291,291,,0
S029,Archer Ltd,Liberia,Pharmaceuticals,O00543,2024-08-17,2024-08-29,2024-08-25,12,8.0,-4.0,1,Completed,972,972,,0
S001,Jenkins Inc,Mongolia,Clothing,O00544,2024-01-20,2024-02-17,2024-02-16,28,27.0,-1.0,1,Partial,559,547,,1
S022,"Mcgee, Poole And Griffith",Montserrat,Clothing,O00545,2025-03-06,2025-04-01,2025-04-09,26,34.0,8.0,0,Completed,112,112,Strike,1
S023,"Maldonado, Smith And Ashley",Estonia,Food,O00546,2025-07-14,2025-07-19,2025-07-20,5,6.0,1.0,0,Completed,441,441,Weather,0
S004,"Clark, Douglas And Jordan",Isle of Man,Food,O00547,2024-09-07,2024-09-21,2024-09-28,14,21.0,7.0,0,Completed,343,343,Unknown,1
S015,"Andersen, Thompson And Cook",British Indian Ocean Territory (Chagos Archipelago),Clothing,O00548,2024-11-18,2024-11-28,2024-11-29,10,11.0,1.0,0,Completed,399,399,Strike,1
S017,"Davis, Crawford And Conrad",Saint Lucia,Clothing,O00549,2024-02-28,2024-03-11,2024-03-04,12,5.0,-7.0,1,Completed,217,217,,0
S038,Castaneda Group,Kyrgyz Republic,Food,O00550,2023-10-27,2023-11-22,2023-11-23,26,27.0,1.0,0,Completed,662,662,Unknown,0
S023,"Maldonado, Smith And Ashley",Estonia,Food,O00551,2024-11-02,2024-11-07,2024-11-05,5,3.0,-2.0,1,Completed,243,243,,0
S030,Woods-Stevenson,Cote d'Ivoire,Automotive,O00552,2025-01-17,2025-02-08,2025-02-01,22,15.0,-7.0,1,Completed,168,168,,0
S025,Francis Group,Tokelau,Automotive,O00553,2024-07-28,2024-08-02,2024-08-06,5,9.0,4.0,0,Completed,948,948,Strike,0
S022,"Mcgee, Poole And Griffith",Montserrat,Clothing,O00554,2023-12-27,2024-01-02,2024-01-01,6,5.0,-1.0,1,Completed,717,717,,0
S022,"Mcgee, Poole And Griffith",Montserrat,Clothing,O00555,2024-02-14,2024-02-21,2024-02-22,7,8.0,1.0,0,Completed,389,389,Supplier delay,0
S047,"Riley, Dixon And Williams",Kenya,Pharmaceuticals,O00556,2024-01-25,2024-02-06,2024-02-10,12,16.0,4.0,0,Partial,423,406,Unknown,1
S015,"Andersen, Thompson And Cook",British Indian Ocean Territory (Chagos Archipelago),Clothing,O00557,2024-05-08,2024-05-19,2024-05-10,11,2.0,-9.0,1,Partial,910,902,,1
S009,Martinez Plc,Zambia,Automotive,O00558,2024-05-20,2024-06-01,2024-06-03,12,14.0,2.0,0,Completed,127,127,Unknown,0
S032,"Perez, Mays And Miller",Bosnia and Herzegovina,Automotive,O00559,2024-05-02,2024-05-19,2024-05-20,17,18.0,1.0,0,Partial,559,549,Unknown,0
S049,"Pennington, Perry And Bailey",British Virgin Islands,Automotive,O00560,2025-06-02,2025-06-18,2025-06-12,16,10.0,-6.0,1,Completed,488,488,,1
S040,Romero Ltd,Jamaica,Food,O00561,2024-11-18,2024-11-26,2024-11-24,8,6.0,-2.0,1,Completed,634,634,,0
S028,Howe Group,Nauru,Pharmaceuticals,O00562,2023-09-10,2023-09-27,2023-09-30,17,20.0,3.0,0,Completed,977,977,Strike,0
S038,Castaneda Group,Kyrgyz Republic,Food,O00563,2025-04-08,2025-04-14,2025-04-11,6,3.0,-3.0,1,Completed,851,851,,0
S045,"Hughes, Doyle And Mclaughlin",Estonia,Automotive,O00564,2025-03-13,2025-04-05,2025-04-02,23,20.0,-3.0,1,Completed,775,775,,1
S006,"Drake, Davidson And Moreno",Greece,Food,O00565,2024-05-17,2024-06-10,2024-06-03,24,17.0,-7.0,1,Partial,301,282,,0
S013,Rodriguez Plc,Niue,Electronics,O00566,2024-03-02,2024-03-26,2024-03-23,24,21.0,-3.0,1,Completed,298,298,,0
S011,Liu-Gomez,Guam,Clothing,O00567,2024-07-06,2024-07-26,2024-07-27,20,21.0,1.0,0,Partial,401,392,Customs,0
S001,Jenkins Inc,Mongolia,Clothing,O00568,2025-03-10,2025-04-02,2025-04-08,23,29.0,6.0,0,Completed,549,549,Strike,0
S024,Simmons Plc,Isle of Man,Automotive,O00569,2025-08-26,2025-09-14,2025-09-19,19,24.0,5.0,0,Partial,122,106,Unknown,0
S017,"Davis, Crawford And Conrad",Saint Lucia,Clothing,O00570,2023-12-03,2023-12-09,2023-12-06,6,3.0,-3.0,1,Completed,307,307,,0
S035,Meadows-Carr,Vanuatu,Food,O00571,2025-02-27,2025-03-28,2025-03-21,29,22.0,-7.0,1,Partial,620,608,,0
S036,"Perez, Watson And Jones",Angola,Electronics,O00572,2024-05-26,2024-06-13,2024-06-16,18,21.0,3.0,0,Partial,936,926,Unknown,0
S031,Johnson Plc,Northern Mariana Islands,Automotive,O00573,2024-01-08,2024-01-24,2024-01-16,16,8.0,-8.0,1,Completed,373,373,,0
S042,Casey Plc,Colombia,Clothing,O00574,2024-05-24,2024-06-10,2024-06-01,17,8.0,-9.0,1,Completed,445,445,,0
S042,Casey Plc,Colombia,Clothing,O00575,2025-03-02,2025-03-31,2025-04-02,29,31.0,2.0,0,Partial,805,802,Customs,1
S041,Coleman-Duncan,Zimbabwe,Pharmaceuticals,O00576,2023-12-14,2024-01-11,2024-01-10,28,27.0,-1.0,1,Completed,123,123,,0
S038,Castaneda Group,Kyrgyz Republic,Food,O00577,2025-03-30,2025-04-12,2025-04-15,13,16.0,3.0,0,Completed,837,837,Customs,0
S046,"Roberts, Jones And Kim",Estonia,Automotive,O00578,2024-05-02,2024-06-01,2024-06-02,30,31.0,1.0,0,Completed,721,721,Unknown,1
S050,Wright-Stewart,Azerbaijan,Automotive,O00579,2025-07-26,2025-08-09,2025-08-11,14,16.0,2.0,0,Completed,567,567,Customs,0
S049,"Pennington, Perry And Bailey",British Virgin Islands,Automotive,O00580,2025-02-25,2025-03-08,2025-03-09,11,12.0,1.0,0,Completed,953,953,Supplier delay,1
S030,Woods-Stevenson,Cote d'Ivoire,Automotive,O00581,2024-05-04,2024-05-24,2024-06-04,20,31.0,11.0,0,Completed,578,578,Customs,0
S026,Reid Llc,South Africa,Automotive,O00582,2024-02-10,2024-02-16,2024-02-14,6,4.0,-2.0,1,Completed,214,214,,1
S047,"Riley, Dixon And Williams",Kenya,Pharmaceuticals,O00583,2024-09-10,2024-09-21,2024-09-16,11,6.0,-5.0,1,Partial,82,63,,1
S024,Simmons Plc,Isle of Man,Automotive,O00584,2024-12-21,2024-12-27,2024-12-29,6,8.0,2.0,0,Completed,861,861,Customs,0
S049,"Pennington, Perry And Bailey",British Virgin Islands,Automotive,O00585,2025-03-05,2025-03-24,2025-03-30,19,25.0,6.0,0,Partial,964,948,Customs,0
S001,Jenkins Inc,Mongolia,Clothing,O00586,2025-06-05,2025-06-25,2025-06-28,20,23.0,3.0,0,Completed,288,288,Weather,1
S019,Phillips-Owens,Bosnia and Herzegovina,Clothing,O00587,2024-05-01,2024-05-20,2024-05-31,19,30.0,11.0,0,Completed,380,380,Supplier delay,0
S026,Reid Llc,South Africa,Automotive,O00588,2024-12-15,2025-01-13,2025-01-13,29,29.0,0.0,1,Completed,519,519,,0
S003,Bean-Christian,Montenegro,Pharmaceuticals,O00589,2024-10-16,2024-11-04,2024-11-09,19,24.0,5.0,0,Partial,276,274,Customs,0
S016,"Mcdonald, Nunez And Sullivan",Saint Helena,Automotive,O00590,2024-10-18,2024-10-23,2024-10-21,5,3.0,-2.0,1,Completed,123,123,,0
S019,Phillips-Owens,Bosnia and Herzegovina,Clothing,O00591,2024-06-06,2024-06-13,2024-06-20,7,14.0,7.0,0,Completed,728,728,Weather,0
S001,Jenkins Inc,Mongolia,Clothing,O00592,2024-04-25,2024-05-13,2024-05-08,18,13.0,-5.0,1,Completed,973,973,,1
S013,Rodriguez Plc,Niue,Electronics,O00593,2023-09-12,2023-09-18,2023-09-16,6,4.0,-2.0,1,Completed,351,351,,0
S045,"Hughes, Doyle And Mclaughlin",Estonia,Automotive,O00594,2024-06-03,2024-06-24,2024-06-20,21,17.0,-4.0,1,Completed,267,267,,1
S038,Castaneda Group,Kyrgyz Republic,Food,O00595,2024-10-09,2024-11-02,2024-10-28,24,19.0,-5.0,1,Completed,581,581,,1
S049,"Pennington, Perry And Bailey",British Virgin Islands,Automotive,O00596,2025-02-04,2025-02-16,2025-02-19,12,15.0,3.0,0,Completed,651,651,Unknown,0
S017,"Davis, Crawford And Conrad",Saint Lucia,Clothing,O00597,2023-11-09,2023-11-24,2023-11-23,15,14.0,-1.0,1,Completed,92,92,,1
S015,"Andersen, Thompson And Cook",British Indian Ocean Territory (Chagos Archipelago),Clothing,O00598,2023-10-20,2023-10-28,2023-10-28,8,8.0,0.0,1,Partial,216,215,,1
S022,"Mcgee, Poole And Griffith",Montserrat,Clothing,O00599,2024-05-06,2024-05-13,2024-05-16,7,10.0,3.0,0,Completed,660,660,Weather,0
S034,Cruz And Sons,Portugal,Pharmaceuticals,O00600,2023-10-19,2023-11-06,2023-11-07,18,19.0,1.0,0,Completed,793,793,Weather,0
S045,"Hughes, Doyle And Mclaughlin",Estonia,Automotive,O00601,2023-09-16,2023-10-16,2023-10-16,30,30.0,0.0,1,Completed,974,974,,0
S018,"Bird, Ray And Walsh",Seychelles,Clothing,O00602,2024-07-01,2024-07-12,2024-07-11,11,10.0,-1.0,1,Completed,318,318,,0
S021,Taylor-Collins,Sri Lanka,Clothing,O00603,2023-12-12,2024-01-07,2024-01-04,26,23.0,-3.0,1,Completed,183,183,,0
S022,"Mcgee, Poole And Griffith",Montserrat,Clothing,O00604,2024-10-16,2024-11-04,2024-10-29,19,13.0,-6.0,1,Completed,321,321,,0
S002,Mason Plc,United States Virgin Islands,Food,O00605,2025-02-22,2025-03-02,2025-03-02,8,8.0,0.0,1,Partial,992,973,,1
S001,Jenkins Inc,Mongolia,Clothing,O00606,2024-09-29,2024-10-14,2024-10-11,15,12.0,-3.0,1,Partial,570,555,,0
S019,Phillips-Owens,Bosnia and Herzegovina,Clothing,O00607,2025-07-01,2025-07-25,2025-07-27,24,26.0,2.0,0,Completed,199,199,Customs,0
S026,Reid Llc,South Africa,Automotive,O00608,2024-06-24,2024-07-06,,12,,,0,Cancelled,830,0,Unknown,1
S002,Mason Plc,United States Virgin Islands,Food,O00609,2025-04-01,2025-04-26,2025-04-24,25,23.0,-2.0,1,Completed,935,935,,1
S042,Casey Plc,Colombia,Clothing,O00610,2024-05-11,2024-05-26,2024-05-27,15,16.0,1.0,0,Partial,203,196,Strike,0
S026,Reid Llc,South Africa,Automotive,O00611,2023-11-08,2023-11-15,2023-11-22,7,14.0,7.0,0,Completed,931,931,Weather,0
S015,"Andersen, Thompson And Cook",British Indian Ocean Territory (Chagos Archipelago),Clothing,O00612,2024-01-14,2024-01-19,2024-01-25,5,11.0,6.0,0,Partial,991,978,Customs,0
S013,Rodriguez Plc,Niue,Electronics,O00613,2025-02-22,2025-03-10,2025-03-14,16,20.0,4.0,0,Completed,131,131,Customs,0
S034,Cruz And Sons,Portugal,Pharmaceuticals,O00614,2023-09-22,2023-10-04,2023-10-07,12,15.0,3.0,0,Completed,951,951,Unknown,0
S042,Casey Plc,Colombia,Clothing,O00615,2023-09-08,2023-10-07,2023-10-03,29,25.0,-4.0,1,Completed,970,970,,0
S029,Archer Ltd,Liberia,Pharmaceuticals,O00616,2025-06-24,2025-07-06,2025-07-05,12,11.0,-1.0,1,Completed,445,445,,0
S038,Castaneda Group,Kyrgyz Republic,Food,O00617,2025-04-03,2025-04-10,2025-04-19,7,16.0,9.0,0,Completed,268,268,Supplier delay,0
S045,"Hughes, Doyle And Mclaughlin",Estonia,Automotive,O00618,2024-12-31,2025-01-25,2025-02-05,25,36.0,11.0,0,Completed,481,481,Unknown,0
S036,"Perez, Watson And Jones",Angola,Electronics,O00619,2024-09-26,2024-10-10,2024-10-04,14,8.0,-6.0,1,Partial,465,458,,0
S036,"Perez, Watson And Jones",Angola,Electronics,O00620,2024-07-27,2024-08-10,2024-08-11,14,15.0,1.0,0,Completed,880,880,Strike,1
S028,Howe Group,Nauru,Pharmaceuticals,O00621,2024-05-29,2024-06-22,2024-06-18,24,20.0,-4.0,1,Completed,358,358,,1
S033,Romero-Phillips,Mauritania,Automotive,O00622,2024-02-26,2024-03-19,2024-03-16,22,19.0,-3.0,1,Completed,764,764,,0
S038,Castaneda Group,Kyrgyz Republic,Food,O00623,2024-02-05,2024-02-22,2024-02-22,17,17.0,0.0,1,Completed,608,608,,0
S048,Hodge Plc,Norfolk Island,Food,O00624,2025-03-16,2025-03-22,2025-03-22,6,6.0,0.0,1,Completed,105,105,,0
S023,"Maldonado, Smith And Ashley",Estonia,Food,O00625,2024-10-20,2024-10-31,2024-11-01,11,12.0,1.0,0,Partial,674,660,Customs,0
S027,Pace-Hernandez,British Indian Ocean Territory (Chagos Archipelago),Electronics,O00626,2024-11-09,2024-11-21,2024-11-24,12,15.0,3.0,0,Completed,361,361,Customs,0
S028,Howe Group,Nauru,Pharmaceuticals,O00627,2024-07-17,2024-07-23,2024-07-19,6,2.0,-4.0,1,Completed,617,617,,0
S014,Anthony Inc,Saint Kitts and Nevis,Food,O00628,2024-05-05,2024-05-11,2024-05-18,6,13.0,7.0,0,Completed,762,762,Customs,0
S005,Smith-Mcgee,Albania,Pharmaceuticals,O00629,2024-03-12,2024-03-21,2024-03-31,9,19.0,10.0,0,Completed,585,585,Supplier delay,0
S032,"Perez, Mays And Miller",Bosnia and Herzegovina,Automotive,O00630,2024-09-19,2024-10-04,2024-10-01,15,12.0,-3.0,1,Completed,442,442,,0
S013,Rodriguez Plc,Niue,Electronics,O00631,2025-06-05,2025-06-26,2025-06-29,21,24.0,3.0,0,Completed,307,307,Strike,1
S003,Bean-Christian,Montenegro,Pharmaceuticals,O00632,2024-11-21,2024-11-30,2024-11-23,9,2.0,-7.0,1,Completed,774,774,,0
S012,Turner Ltd,Venezuela,Automotive,O00633,2023-11-12,2023-11-23,2023-11-19,11,7.0,-4.0,1,Completed,432,432,,0
S010,"Rodriguez, Sparks And Jackson",Brunei Darussalam,Automotive,O00634,2025-01-18,2025-02-05,2025-02-13,18,26.0,8.0,0,Completed,458,458,Unknown,0
S024,Simmons Plc,Isle of Man,Automotive,O00635,2025-08-08,2025-08-27,2025-08-30,19,22.0,3.0,0,Completed,888,888,Strike,0
S002,Mason Plc,United States Virgin Islands,Food,O00636,2024-10-11,2024-10-20,2024-10-19,9,8.0,-1.0,1,Completed,699,699,,0
S034,Cruz And Sons,Portugal,Pharmaceuticals,O00637,2023-12-21,2024-01-08,2024-01-05,18,15.0,-3.0,1,Partial,335,324,,1
S006,"Drake, Davidson And Moreno",Greece,Food,O00638,2023-11-22,2023-12-01,2023-12-09,9,17.0,8.0,0,Completed,794,794,Customs,0
S015,"Andersen, Thompson And Cook",British Indian Ocean Territory (Chagos Archipelago),Clothing,O00639,2025-01-12,2025-02-09,2025-02-10,28,29.0,1.0,0,Completed,594,594,Unknown,0
S028,Howe Group,Nauru,Pharmaceuticals,O00640,2025-03-31,2025-04-07,2025-04-06,7,6.0,-1.0,1,Completed,535,535,,0
S003,Bean-Christian,Montenegro,Pharmaceuticals,O00641,2023-11-21,2023-12-09,2023-12-17,18,26.0,8.0,0,Completed,782,782,Supplier delay,0
S025,Francis Group,Tokelau,Automotive,O00642,2024-04-20,2024-05-04,2024-05-04,14,14.0,0.0,1,Partial,385,365,,0
S035,Meadows-Carr,Vanuatu,Food,O00643,2024-06-03,2024-06-08,2024-06-13,5,10.0,5.0,0,Completed,104,104,Strike,0
S050,Wright-Stewart,Azerbaijan,Automotive,O00644,2023-11-13,2023-12-05,2023-11-28,22,15.0,-7.0,1,Partial,669,668,,0
S016,"Mcdonald, Nunez And Sullivan",Saint Helena,Automotive,O00645,2025-01-06,2025-01-11,2025-01-12,5,6.0,1.0,0,Completed,364,364,Unknown,0
S009,Martinez Plc,Zambia,Automotive,O00646,2023-09-15,2023-09-26,2023-09-28,11,13.0,2.0,0,Completed,399,399,Strike,0
S048,Hodge Plc,Norfolk Island,Food,O00647,2023-10-16,2023-10-27,2023-10-29,11,13.0,2.0,0,Completed,546,546,Supplier delay,0
S001,Jenkins Inc,Mongolia,Clothing,O00648,2024-07-12,2024-08-06,2024-08-09,25,28.0,3.0,0,Partial,539,525,Customs,0
S042,Casey Plc,Colombia,Clothing,O00649,2023-12-03,2023-12-08,2023-12-04,5,1.0,-4.0,1,Completed,341,341,,0
S038,Castaneda Group,Kyrgyz Republic,Food,O00650,2023-12-22,2024-01-09,2024-01-10,18,19.0,1.0,0,Completed,257,257,Supplier delay,1
S004,"Clark, Douglas And Jordan",Isle of Man,Food,O00651,2025-07-05,2025-07-23,2025-07-22,18,17.0,-1.0,1,Partial,708,698,,1
S049,"Pennington, Perry And Bailey",British Virgin Islands,Automotive,O00652,2025-02-21,2025-03-19,2025-03-20,26,27.0,1.0,0,Completed,976,976,Customs,0
S049,"Pennington, Perry And Bailey",British Virgin Islands,Automotive,O00653,2024-04-08,2024-04-22,2024-04-26,14,18.0,4.0,0,Partial,902,894,Unknown,0
S021,Taylor-Collins,Sri Lanka,Clothing,O00654,2025-03-30,2025-04-21,2025-04-19,22,20.0,-2.0,1,Completed,383,383,,0
S015,"Andersen, Thompson And Cook",British Indian Ocean Territory (Chagos Archipelago),Clothing,O00655,2025-07-07,2025-08-03,2025-08-02,27,26.0,-1.0,1,Partial,333,322,,1
S031,Johnson Plc,Northern Mariana Islands,Automotive,O00656,2024-12-28,2025-01-14,2025-01-13,17,16.0,-1.0,1,Completed,419,419,,0
S034,Cruz And Sons,Portugal,Pharmaceuticals,O00657,2024-10-16,2024-11-05,2024-11-04,20,19.0,-1.0,1,Partial,425,415,,0
S010,"Rodriguez, Sparks And Jackson",Brunei Darussalam,Automotive,O00658,2024-06-29,2024-07-18,2024-07-21,19,22.0,3.0,0,Partial,794,774,Customs,0
S027,Pace-Hernandez,British Indian Ocean Territory (Chagos Archipelago),Electronics,O00659,2024-11-09,2024-11-27,2024-12-05,18,26.0,8.0,0,Completed,606,606,Unknown,0
S007,"Morris, Day And Miller",Dominica,Automotive,O00660,2024-06-23,2024-07-20,2024-07-26,27,33.0,6.0,0,Completed,381,381,Unknown,0
S003,Bean-Christian,Montenegro,Pharmaceuticals,O00661,2023-09-18,2023-09-29,,11,,,1,Cancelled,278,0,,0
S043,"Garza, Martin And Thomas",Greece,Food,O00662,2024-11-29,2024-12-04,2024-11-30,5,1.0,-4.0,1,Partial,248,231,,1
S017,"Davis, Crawford And Conrad",Saint Lucia,Clothing,O00663,2025-02-19,2025-03-12,2025-03-08,21,17.0,-4.0,1,Completed,236,236,,0
S021,Taylor-Collins,Sri Lanka,Clothing,O00664,2024-10-12,2024-10-21,2024-10-25,9,13.0,4.0,0,Completed,508,508,Supplier delay,1
S025,Francis Group,Tokelau,Automotive,O00665,2024-08-10,2024-09-08,2024-09-16,29,37.0,8.0,0,Partial,219,199,Unknown,1
S014,Anthony Inc,Saint Kitts and Nevis,Food,O00666,2023-09-16,2023-10-14,2023-10-23,28,37.0,9.0,0,Completed,211,211,Supplier delay,0
S028,Howe Group,Nauru,Pharmaceuticals,O00667,2024-09-16,2024-09-24,2024-10-11,8,25.0,17.0,0,Partial,803,788,Supplier delay,0
S024,Simmons Plc,Isle of Man,Automotive,O00668,2024-09-15,2024-10-15,2024-10-21,30,36.0,6.0,0,Completed,749,749,Strike,0
S032,"Perez, Mays And Miller",Bosnia and Herzegovina,Automotive,O00669,2024-01-28,2024-02-24,2024-02-17,27,20.0,-7.0,1,Partial,71,55,,0
S021,Taylor-Collins,Sri Lanka,Clothing,O00670,2023-12-27,2024-01-06,2024-01-10,10,14.0,4.0,0,Partial,731,722,Customs,0
S013,Rodriguez Plc,Niue,Electronics,O00671,2025-03-31,2025-04-06,2025-04-07,6,7.0,1.0,0,Completed,746,746,Weather,0
S050,Wright-Stewart,Azerbaijan,Automotive,O00672,2023-09-23,2023-10-15,2023-10-15,22,22.0,0.0,1,Completed,213,213,,0
S006,"Drake, Davidson And Moreno",Greece,Food,O00673,2024-05-20,2024-05-28,2024-06-01,8,12.0,4.0,0,Completed,228,228,Strike,1
S002,Mason Plc,United States Virgin Islands,Food,O00674,2024-10-06,2024-10-15,2024-10-18,9,12.0,3.0,0,Completed,368,368,Strike,0
S020,Mills Ltd,Rwanda,Automotive,O00675,2024-11-11,2024-12-11,2024-12-15,30,34.0,4.0,0,Completed,156,156,Supplier delay,0
S001,Jenkins Inc,Mongolia,Clothing,O00676,2025-03-13,2025-04-10,2025-04-14,28,32.0,4.0,0,Completed,658,658,Weather,1
S033,Romero-Phillips,Mauritania,Automotive,O00677,2025-07-14,2025-08-09,2025-07-31,26,17.0,-9.0,1,Completed,954,954,,1
S033,Romero-Phillips,Mauritania,Automotive,O00678,2024-05-30,2024-06-21,2024-06-19,22,20.0,-2.0,1,Completed,347,347,,0
S044,Francis Ltd,Colombia,Clothing,O00679,2023-12-24,2024-01-16,2024-01-17,23,24.0,1.0,0,Completed,246,246,Supplier delay,0
S023,"Maldonado, Smith And Ashley",Estonia,Food,O00680,2023-09-27,2023-10-03,2023-10-08,6,11.0,5.0,0,Completed,915,915,Unknown,1
S017,"Davis, Crawford And Conrad",Saint Lucia,Clothing,O00681,2024-03-30,2024-04-25,2024-05-01,26,32.0,6.0,0,Partial,512,496,Weather,0
S023,"Maldonado, Smith And Ashley",Estonia,Food,O00682,2025-01-01,2025-01-24,2025-01-21,23,20.0,-3.0,1,Completed,564,564,,0
S014,Anthony Inc,Saint Kitts and Nevis,Food,O00683,2024-05-16,2024-06-06,2024-06-07,21,22.0,1.0,0,Partial,556,537,Unknown,0
S010,"Rodriguez, Sparks And Jackson",Brunei Darussalam,Automotive,O00684,2025-05-22,2025-06-18,2025-06-22,27,31.0,4.0,0,Completed,224,224,Supplier delay,0
S005,Smith-Mcgee,Albania,Pharmaceuticals,O00685,2023-09-30,2023-10-12,2023-10-10,12,10.0,-2.0,1,Completed,574,574,,0
S027,Pace-Hernandez,British Indian Ocean Territory (Chagos Archipelago),Electronics,O00686,2023-12-30,2024-01-20,2024-01-29,21,30.0,9.0,0,Completed,922,922,Customs,0
S021,Taylor-Collins,Sri Lanka,Clothing,O00687,2025-06-19,2025-07-01,2025-07-08,12,19.0,7.0,0,Completed,865,865,Strike,1
S046,"Roberts, Jones And Kim",Estonia,Automotive,O00688,2025-05-11,2025-05-16,2025-05-20,5,9.0,4.0,0,Completed,932,932,Unknown,0
S006,"Drake, Davidson And Moreno",Greece,Food,O00689,2024-07-10,2024-08-02,2024-08-09,23,30.0,7.0,0,Partial,726,720,Unknown,0
S026,Reid Llc,South Africa,Automotive,O00690,2024-09-06,2024-09-11,2024-09-07,5,1.0,-4.0,1,Partial,408,397,,0
S044,Francis Ltd,Colombia,Clothing,O00691,2024-01-11,2024-02-10,2024-01-30,30,19.0,-11.0,1,Completed,580,580,,1
S009,Martinez Plc,Zambia,Automotive,O00692,2024-10-28,2024-11-11,2024-11-11,14,14.0,0.0,1,Completed,899,899,,1
S033,Romero-Phillips,Mauritania,Automotive,O00693,2024-01-12,2024-02-11,2024-02-09,30,28.0,-2.0,1,Partial,592,582,,0
S040,Romero Ltd,Jamaica,Food,O00694,2024-06-08,2024-07-04,2024-07-02,26,24.0,-2.0,1,Partial,673,670,,0
S038,Castaneda Group,Kyrgyz Republic,Food,O00695,2023-12-08,2024-01-07,2024-01-04,30,27.0,-3.0,1,Completed,268,268,,0
S046,"Roberts, Jones And Kim",Estonia,Automotive,O00696,2024-05-04,2024-05-20,2024-05-11,16,7.0,-9.0,1,Completed,1000,1000,,0
S043,"Garza, Martin And Thomas",Greece,Food,O00697,2024-01-15,2024-02-11,2024-02-18,27,34.0,7.0,0,Completed,181,181,Supplier delay,0
S043,"Garza, Martin And Thomas",Greece,Food,O00698,2025-05-27,2025-06-19,,23,,,1,Cancelled,920,0,,1
S038,Castaneda Group,Kyrgyz Republic,Food,O00699,2025-06-17,2025-06-27,2025-06-20,10,3.0,-7.0,1,Completed,141,141,,0
S024,Simmons Plc,Isle of Man,Automotive,O00700,2025-01-02,2025-01-18,2025-01-22,16,20.0,4.0,0,Partial,944,926,Unknown,0
S045,"Hughes, Doyle And Mclaughlin",Estonia,Automotive,O00701,2023-10-04,2023-10-11,2023-10-14,7,10.0,3.0,0,Completed,891,891,Unknown,0
S005,Smith-Mcgee,Albania,Pharmaceuticals,O00702,2024-09-05,2024-09-19,2024-09-15,14,10.0,-4.0,1,Partial,925,918,,0
S028,Howe Group,Nauru,Pharmaceuticals,O00703,2024-05-02,2024-05-23,2024-05-15,21,13.0,-8.0,1,Completed,663,663,,0
S016,"Mcdonald, Nunez And Sullivan",Saint Helena,Automotive,O00704,2024-02-05,2024-02-27,2024-02-29,22,24.0,2.0,0,Completed,729,729,Strike,0
S023,"Maldonado, Smith And Ashley",Estonia,Food,O00705,2024-02-01,2024-02-14,2024-02-12,13,11.0,-2.0,1,Completed,188,188,,1
S009,Martinez Plc,Zambia,Automotive,O00706,2023-11-18,2023-12-11,2023-12-19,23,31.0,8.0,0,Completed,373,373,Supplier delay,0
S024,Simmons Plc,Isle of Man,Automotive,O00707,2024-10-06,2024-10-21,2024-10-20,15,14.0,-1.0,1,Partial,657,645,,0
S044,Francis Ltd,Colombia,Clothing,O00708,2024-06-17,2024-07-07,2024-07-08,20,21.0,1.0,0,Completed,764,764,Unknown,0
S008,Rowe-Ward,Anguilla,Food,O00709,2025-04-16,2025-05-02,2025-04-24,16,8.0,-8.0,1,Completed,702,702,,0
S039,Newton-Smith,Sierra Leone,Electronics,O00710,2025-02-22,2025-03-20,2025-03-31,26,37.0,11.0,0,Completed,824,824,Unknown,1
S041,Coleman-Duncan,Zimbabwe,Pharmaceuticals,O00711,2024-07-15,2024-07-22,2024-07-21,7,6.0,-1.0,1,Completed,391,391,,0
S004,"Clark, Douglas And Jordan",Isle of Man,Food,O00712,2024-06-03,2024-06-20,2024-06-22,17,19.0,2.0,0,Completed,320,320,Customs,0
S039,Newton-Smith,Sierra Leone,Electronics,O00713,2024-04-28,2024-05-05,2024-04-30,7,2.0,-5.0,1,Partial,584,576,,0
S010,"Rodriguez, Sparks And Jackson",Brunei Darussalam,Automotive,O00714,2024-10-26,2024-11-02,2024-10-31,7,5.0,-2.0,1,Completed,888,888,,0
S027,Pace-Hernandez,British Indian Ocean Territory (Chagos Archipelago),Electronics,O00715,2023-09-10,2023-10-04,2023-10-16,24,36.0,12.0,0,Completed,770,770,Weather,1
S031,Johnson Plc,Northern Mariana Islands,Automotive,O00716,2024-10-28,2024-11-12,2024-11-09,15,12.0,-3.0,1,Completed,224,224,,0
S031,Johnson Plc,Northern Mariana Islands,Automotive,O00717,2025-07-18,2025-08-15,2025-08-15,28,28.0,0.0,1,Completed,662,662,,0
S019,Phillips-Owens,Bosnia and Herzegovina,Clothing,O00718,2024-08-20,2024-09-05,2024-09-06,16,17.0,1.0,0,Partial,699,685,Weather,0
